CreditLimitId,ProgramId,MaxCredit,MinCredit,Level,State,Deleted
5db37cda-fa6c-4373-81f5-570c93a20cf6,111,23,15,100,0,False
f1812ea6-1643-450e-96a6-060fbafd25c3,111,23,15,200,0,False
024c4d64-c5b6-4575-850c-35f2710c31bb,111,23,15,300,0,False
bfe21200-4930-4b14-a93e-a582207ac41e,111,23,15,400,0,False
44a5ba4f-4ae7-4dd4-b1c8-611c69f78281,73,23,15,100,0,False
eca71d73-71c8-4b64-ba96-9dacb402438a,73,23,15,200,0,False
150c280f-53a9-4968-97ea-e238822bef52,73,23,15,300,0,False
6d123330-f00a-4519-94f6-d6af65ac0925,73,23,15,400,0,False
503f5bae-8cb7-47fa-8c52-775e6a2c2006,74,23,15,100,0,False
1f8bce91-fdf7-4819-9c99-8bac1fae8aa9,74,23,15,200,0,False
858a8b6c-a5c2-4a2c-bce4-75b72e02daeb,74,23,15,300,0,False
02c82e71-bbd5-4f4d-bd6f-31619d98f018,74,23,15,400,0,False
4da0c8ae-835c-4921-b05b-da74843e2558,75,23,15,100,0,False
9bb0cc17-8987-4179-afe2-effbf922d47e,75,23,15,200,0,False
59dd93cc-d06f-4325-8c28-dcb5043056aa,75,23,15,300,0,False
93a8a9dc-7e21-49d4-a344-862422e14922,75,23,15,400,0,False
b4cdbe4d-070b-48c9-94e4-9f112818e03e,76,23,15,100,0,False
1a957ff9-bbe7-4d1b-8d96-109027c90248,76,23,15,200,0,False
ffeadd4f-2960-42ee-aef1-a9c724f96e85,76,23,15,300,0,False
023dc0c5-86a0-4921-8c83-d9abbb0a4732,76,23,15,400,0,False
a7c106b5-5c2d-43b8-95de-8f3b57acb762,77,23,15,100,0,False
79843796-be8f-40c3-8aa2-df51ebbdbdea,77,23,15,200,0,False
8d94139b-4f99-4cf3-aaf2-5469bdb4cf21,77,23,15,300,0,False
074f411c-e81e-4e10-a729-848b299c51ef,77,23,15,400,0,False
0d0e9c15-a538-41aa-abd9-6904a8557e58,78,23,15,100,0,False
b0f59a84-be50-4312-9b4d-182fdfb33409,78,23,15,200,0,False
d1db6c14-1fef-41c0-a267-cc9522ba0345,78,23,15,300,0,False
196fbb0d-792d-4b46-956d-a54286568a44,78,23,15,400,0,False
70525c6e-31ad-4b70-bd94-4addf0865f53,79,23,15,100,0,False
2a3de35e-6990-4bc8-a320-59089fc0156b,79,23,15,200,0,False
3fab6bfe-cacd-4ef9-8a90-1636958d3017,79,23,15,300,0,False
7c6f64b5-0cf4-4f07-ad40-e9e349543be6,79,23,15,400,0,False
4c0f8716-97ff-446a-8035-33e8e91db6a5,80,23,15,100,0,False
af818c0e-2396-4811-a572-7941ed52cb02,80,23,15,200,0,False
e1857575-bedf-4d7c-a92d-ae7f7f3bb25e,80,23,15,300,0,False
23f4dc91-d4fc-4a91-906f-d6d8fcca1b44,80,23,15,400,0,False
1d7fcc42-4ea7-4b86-8f4a-9d4c0f055581,81,23,15,100,0,False
f72a0f3e-d301-4609-b483-a992f0760905,81,23,15,200,0,False
be93fce5-16af-4c4e-a188-54e75f2cf585,81,23,15,300,0,False
149904a2-1173-4c16-a107-f4e672d1d940,81,23,15,400,0,False
1ddb05fe-a7f7-4372-a99e-880eb4980acd,82,23,15,100,0,False
a883b65b-6623-4583-8c11-b33dc312d07b,82,23,15,200,0,False
b1505eb8-403c-4772-94b1-cdf128bcb5a2,82,23,15,300,0,False
e4299c0e-8470-41a9-8496-213d3c76c407,82,23,15,400,0,False
94834db2-5f19-4983-98a5-eb9b19f58148,83,23,15,100,0,False
759b0b30-d9db-4658-9d20-cca4cf6384fc,83,23,15,200,0,False
a724a2e3-4e33-4c22-9d39-cef68adfd9bc,83,23,15,300,0,False
dd97b1b3-54eb-4167-95de-3a73bdfae239,83,23,15,400,0,False
29ba11ae-fcd6-49ec-8d67-78be5d922689,84,23,15,100,0,False
c1f91910-c867-4e93-88f1-722b9d06627e,84,23,15,200,0,False
b0e6b785-6a9f-4045-97c3-515a09d32d8f,84,23,15,300,0,False
ba68db41-4c9a-4bd8-b89a-a3f72ff5d37b,84,23,15,400,0,False
d1dafaa8-e580-4f2f-bcd9-dc5c7932e3f0,85,23,15,100,0,False
7cbd4c17-32c5-41bf-a17a-bac22b45d079,85,23,15,200,0,False
6a078b1b-df2f-4cf5-8d0a-43c4a03219ab,85,23,15,300,0,False
3251ec1f-7c6d-4500-80e6-1af69de86950,85,23,15,400,0,False
dc7cd3dd-24af-463a-ae38-5180ae0bc5b8,86,23,15,100,0,False
ff53c78c-b678-4bea-b748-f91efde025cf,86,23,15,200,0,False
dff506ba-f8f0-4cc0-87f6-4f31e685d183,86,23,15,300,0,False
52c46145-18a4-41e0-8728-2d8d4c1dc854,86,23,15,400,0,False
4fa99eae-079d-4305-9fc0-8fff999ece14,87,23,15,100,0,False
6b30c52b-3687-49a1-af03-25a671fc5f40,87,23,15,200,0,False
e1971309-112c-4196-8748-82bc48afb3e1,87,23,15,300,0,False
cff7555c-c5b9-44c5-8095-069fd1306f33,87,23,15,400,0,False
56c24cda-bc70-4ec4-93fd-83908a138014,88,23,15,100,0,False
d6e1138b-42b2-4306-96a3-6c1264ea88ad,88,23,15,200,0,False
7b880928-eea0-4154-95a5-7107a9028a76,88,23,15,300,0,False
a37ebcf8-1b06-4158-81d0-c12eb04e3f26,88,23,15,400,0,False
2ee1977c-6ddf-4631-88f9-eddeee0c2386,89,23,15,100,0,False
abd04f0e-e92f-4e1e-93c9-e6bb2ac3a476,89,23,15,200,0,False
c561a446-a4ce-46cb-9442-77a6b3d57ebb,89,23,15,300,0,False
a4d0cfc7-e1de-43c4-a2ca-aba9088f26e0,89,23,15,400,0,False
580b4164-e6b1-47d5-9430-3242e13e8065,90,23,15,100,0,False
bdf8bba5-831d-4f11-b213-31a712442654,90,23,15,200,0,False
1cd0e7ae-dad1-48f6-a97a-7a1ae51200cf,90,23,15,300,0,False
80214b16-9613-4d39-a8af-595cefd67493,90,23,15,400,0,False
6ecb5df4-0e5b-4d8a-b2e3-fd4c68c0e8c6,91,23,15,100,0,False
9a87f981-0ec3-4383-a6ed-c3d793317b71,91,23,15,200,0,False
483ee29b-48c6-41e7-9f90-8e8fa03846a3,91,23,15,300,0,False
f4eb9f22-610c-4900-be68-fbc6ae8d7314,91,23,15,400,0,False
23a9a902-3d71-4c3a-90c0-93086ee73600,92,23,15,100,0,False
59a18c8c-daae-4eeb-add7-ecee5b858994,92,23,15,200,0,False
ff7bd9f7-780a-43ab-8539-d58316cefc8f,92,23,15,300,0,False
bdecfb13-1b6f-4d7b-8d6d-cd3b2fe9791b,92,23,15,400,0,False
9c0c074f-9bec-4bb2-aed0-501f43bc488d,93,23,15,100,0,False
8e36cd8f-594c-4726-a2d5-2ee7259026ae,93,23,15,200,0,False
f111efef-3cbd-4d35-ab95-d010c645ad8a,93,23,15,300,0,False
e1dcfc4c-8c7b-4687-a553-bd732ba42148,93,23,15,400,0,False
f8c78210-70a2-4536-91da-38341a669498,94,23,15,100,0,False
23e42c59-3dfc-47b9-b65d-1b713478b7f9,94,23,15,200,0,False
6e21db12-10d0-405e-93cc-8f1822b640b1,94,23,15,300,0,False
af3bca46-b96a-4008-b2e8-caab2ae6e2c2,94,23,15,400,0,False
5dbf8ed5-34e5-493a-95a9-2e54477f6eea,95,23,15,100,0,False
231a137d-c2c8-495b-bfe7-d2344dc66123,95,23,15,200,0,False
80b5a07d-e7b1-4888-9a9c-c1cf68cde962,95,23,15,300,0,False
ca056275-cd2e-45cc-a08b-f0519955cbee,95,23,15,400,0,False
95930f64-d294-4b4f-819f-7884ce7267ec,96,23,15,100,0,False
8799aebf-317f-485e-be5e-85ea1bc2ca47,96,23,15,200,0,False
0f7d9902-92f0-4da9-bcee-717c36146c2e,96,23,15,300,0,False
b41b19c0-b676-4893-8f5c-600f209d1ed0,96,23,15,400,0,False
0219083f-0209-4093-a3be-fd46915037b5,97,23,15,100,0,False
d8c2051c-5127-447e-8854-bc4921f06c3f,97,23,15,200,0,False
32a0ecb9-fb2d-4366-acd6-c296735e17e2,97,23,15,300,0,False
0cb8562b-035d-4142-9feb-d7e37db53248,97,23,15,400,0,False
bcb81de0-fd5b-4fd2-b7cc-4e477f8b39ee,98,23,15,100,0,False
dc854fec-ecfb-40b2-8a5e-059c43723e0b,98,23,15,200,0,False
7e4cfb56-19bb-4f7f-b74e-8fa2b56cefe4,98,23,15,300,0,False
e2e68115-cac7-469e-b014-300680036710,98,23,15,400,0,False
3851ca43-1188-40a6-a25c-22e325a3ca5d,99,23,15,100,0,False
3051cab9-7f4c-4deb-bba6-23cfa0c9ab7a,99,23,15,200,0,False
467d028a-39ce-4918-b0b3-f22d218185c4,99,23,15,300,0,False
0ebba042-42c5-4950-b0c9-022992cb2e7a,99,23,15,400,0,False
dc8bb5bf-8b23-44e4-904b-4a470091c4e1,100,23,15,100,0,False
17acd2b1-559a-46c5-b932-e8ba1ca01510,100,23,15,200,0,False
8ad51f57-36df-4b78-9bb0-de8513afc692,100,23,15,300,0,False
56a605f5-3e2b-4526-ab2f-6d004170f8c6,100,23,15,400,0,False
f6bba669-9b48-4ee1-aa0e-5a12e51a5c83,101,23,15,100,0,False
a85f9247-b4d5-4db6-aabd-f0f688753c45,101,23,15,200,0,False
f934b0f1-f66c-4e8d-b47e-8b16c1d8ce58,101,23,15,300,0,False
25413f6f-c3b6-4826-b9d9-ce938fd81d06,101,23,15,400,0,False
5705b710-031d-47a6-85fb-eaeee488cd40,102,23,15,100,0,False
9c64b30f-88dd-4ed9-8d80-e847cabe8bb0,102,23,15,200,0,False
aaeefbf2-1832-4547-abd6-102bfeaeccde,102,23,15,300,0,False
0308591e-54ce-49b0-8537-f53c14f866d8,102,23,15,400,0,False
4907ac8d-8db2-44d6-9912-7b5b95b01487,103,23,15,100,0,False
0186661d-5007-4b6e-9b3d-4786e7d7611b,103,23,15,200,0,False
fc3d36d2-6eec-4d55-83c4-7790b29c20ab,103,23,15,300,0,False
84ccac2e-4664-4606-ad21-20a600442a69,103,23,15,400,0,False
a6050c26-4c28-45b8-a108-3dde8bdf76c5,104,23,15,100,0,False
9f75167f-578c-48e9-a46e-251260a453a7,104,23,15,200,0,False
a0834a28-1c12-4ee0-84c1-be1948763cef,104,23,15,300,0,False
65f48313-26b4-4b86-ada7-f1363a657450,104,23,15,400,0,False
22b0beef-7596-403a-8b1a-4456fb016cbf,105,23,15,100,0,False
1bcbc3bc-5b47-46df-8d69-d1eeb5e46c23,105,23,15,200,0,False
b8246395-b8b5-4241-9ac9-e9b3121b0c7b,105,23,15,300,0,False
ea1df382-fe61-47ba-baf8-44548984d170,105,23,15,400,0,False
931e152d-9e1a-4b53-b4e1-3f069274e3e7,106,23,15,100,0,False
528ed4c8-43be-434f-8dec-ae8849f3904e,106,23,15,200,0,False
070b1ed3-65aa-4061-ac83-d262c1e99baf,106,23,15,300,0,False
a4157ed2-9ca5-4b62-ab24-70f52d8976c4,106,23,15,400,0,False
3fdb72d1-facb-4492-a3d6-ed09e75469fa,107,23,15,100,0,False
99dfbff8-8100-4830-baa1-725865377552,107,23,15,200,0,False
7c5c3d78-3ade-4d38-a5ef-cbfc694a93fb,107,23,15,300,0,False
02effed0-d1a1-4f5d-8282-3addfdbae694,107,23,15,400,0,False
3d025fa3-bf28-4335-968d-04ad2768959f,108,23,15,100,0,False
5d5c642b-8e69-48a6-b757-a9ef248d4ab5,108,23,15,200,0,False
0da1c3b3-f5e2-4876-9737-5414dc54880c,108,23,15,300,0,False
98b36cd0-741f-4f74-b5ed-694ab0eeceb2,108,23,15,400,0,False
bdcec527-75e7-4482-bba5-3877cb93168e,109,23,15,100,0,False
79fbc6bb-de93-4a2c-9e4c-1f3aa7bd1923,109,23,15,200,0,False
201501eb-ebbd-40db-854f-1e4da7cb0053,109,23,15,300,0,False
2bd27cd4-6ccb-453f-9184-00cb2d861993,109,23,15,400,0,False
7552ceb3-7bbe-4445-adf7-b7893f47673b,110,23,15,100,0,False
ac4e49f0-768b-439b-9a56-6b7af5121b7a,110,23,15,200,0,False
18b046b2-5da4-4654-bdfc-3bd559a62662,110,23,15,300,0,False
c9e008cd-9944-4fea-9339-c3289bd64f9f,110,23,15,400,0,False
149904a2-1173-4c16-a107-f4e672d1d940,81,18,15,400,6,False
be93fce5-16af-4c4e-a188-54e75f2cf585,81,23,15,300,6,False
f72a0f3e-d301-4609-b483-a992f0760905,81,20,15,200,6,False
1d7fcc42-4ea7-4b86-8f4a-9d4c0f055581,81,23,15,100,6,False
149904a2-1173-4c16-a107-f4e672d1d940,81,18,15,400,7,False
be93fce5-16af-4c4e-a188-54e75f2cf585,81,23,15,300,7,False
f72a0f3e-d301-4609-b483-a992f0760905,81,20,15,200,7,False
1d7fcc42-4ea7-4b86-8f4a-9d4c0f055581,81,23,15,100,7,False
149904a2-1173-4c16-a107-f4e672d1d940,81,18,15,400,8,False
be93fce5-16af-4c4e-a188-54e75f2cf585,81,23,15,300,8,False
f72a0f3e-d301-4609-b483-a992f0760905,81,20,15,200,8,False
1d7fcc42-4ea7-4b86-8f4a-9d4c0f055581,81,23,15,100,8,False
149904a2-1173-4c16-a107-f4e672d1d940,81,18,15,400,8,False
be93fce5-16af-4c4e-a188-54e75f2cf585,81,23,15,300,8,False
f72a0f3e-d301-4609-b483-a992f0760905,81,20,15,200,8,False
1d7fcc42-4ea7-4b86-8f4a-9d4c0f055581,81,23,15,100,8,False
149904a2-1173-4c16-a107-f4e672d1d940,81,18,15,400,8,False
be93fce5-16af-4c4e-a188-54e75f2cf585,81,23,15,300,8,False
f72a0f3e-d301-4609-b483-a992f0760905,81,20,15,200,8,False
1d7fcc42-4ea7-4b86-8f4a-9d4c0f055581,81,23,15,100,8,False
149904a2-1173-4c16-a107-f4e672d1d940,81,18,15,400,9,False
be93fce5-16af-4c4e-a188-54e75f2cf585,81,23,15,300,9,False
f72a0f3e-d301-4609-b483-a992f0760905,81,20,15,200,9,False
1d7fcc42-4ea7-4b86-8f4a-9d4c0f055581,81,23,15,100,9,False
149904a2-1173-4c16-a107-f4e672d1d940,81,18,15,400,10,False
be93fce5-16af-4c4e-a188-54e75f2cf585,81,23,15,300,10,False
f72a0f3e-d301-4609-b483-a992f0760905,81,20,15,200,10,False
1d7fcc42-4ea7-4b86-8f4a-9d4c0f055581,81,23,15,100,10,False
149904a2-1173-4c16-a107-f4e672d1d940,81,18,15,400,11,False
be93fce5-16af-4c4e-a188-54e75f2cf585,81,23,15,300,11,False
f72a0f3e-d301-4609-b483-a992f0760905,81,20,15,200,11,False
1d7fcc42-4ea7-4b86-8f4a-9d4c0f055581,81,23,15,100,11,False
149904a2-1173-4c16-a107-f4e672d1d940,81,18,15,400,12,False
be93fce5-16af-4c4e-a188-54e75f2cf585,81,23,15,300,12,False
f72a0f3e-d301-4609-b483-a992f0760905,81,20,15,200,12,False
1d7fcc42-4ea7-4b86-8f4a-9d4c0f055581,81,23,15,100,12,False
149904a2-1173-4c16-a107-f4e672d1d940,81,18,15,400,13,False
be93fce5-16af-4c4e-a188-54e75f2cf585,81,23,15,300,13,False
f72a0f3e-d301-4609-b483-a992f0760905,81,20,15,200,13,False
1d7fcc42-4ea7-4b86-8f4a-9d4c0f055581,81,23,15,100,13,False
02c82e71-bbd5-4f4d-bd6f-31619d98f018,74,23,15,400,1,False
858a8b6c-a5c2-4a2c-bce4-75b72e02daeb,74,23,15,300,1,False
1f8bce91-fdf7-4819-9c99-8bac1fae8aa9,74,23,15,200,1,False
503f5bae-8cb7-47fa-8c52-775e6a2c2006,74,23,15,100,1,False
02c82e71-bbd5-4f4d-bd6f-31619d98f018,74,23,15,400,2,False
858a8b6c-a5c2-4a2c-bce4-75b72e02daeb,74,23,15,300,2,False
1f8bce91-fdf7-4819-9c99-8bac1fae8aa9,74,23,15,200,2,False
503f5bae-8cb7-47fa-8c52-775e6a2c2006,74,23,15,100,2,False
6d123330-f00a-4519-94f6-d6af65ac0925,73,23,15,400,1,False
150c280f-53a9-4968-97ea-e238822bef52,73,23,15,300,1,False
eca71d73-71c8-4b64-ba96-9dacb402438a,73,30,15,200,1,False
44a5ba4f-4ae7-4dd4-b1c8-611c69f78281,73,23,15,100,1,False
02c82e71-bbd5-4f4d-bd6f-31619d98f018,74,34,15,400,3,False
858a8b6c-a5c2-4a2c-bce4-75b72e02daeb,74,34,15,300,3,False
1f8bce91-fdf7-4819-9c99-8bac1fae8aa9,74,34,15,200,3,False
503f5bae-8cb7-47fa-8c52-775e6a2c2006,74,34,15,100,3,False
